income,debt,num_credit_cards,payment_history_score,age,creditworthy
57226.46795,19436.65426,1,760,21,1
52159.15469,20805.04079,1,320,21,0
75735.13839,21913.49704,4,363,47,0
49434.84464,23077.77175,3,464,41,0
38873.08055,26877.59874,1,326,36,0
36650.5624,21278.54926,2,610,64,0
69090.14927,16069.93876,4,584,60,0
40793.55971,23380.58961,1,580,46,0
86321.91273,33199.05548,5,463,36,0
28771.05888,16938.93003,2,523,48,0
85446.84552,10203.76556,1,445,21,0
63165.26201,26856.64535,2,329,56,0
58549.30332,17036.95069,2,344,30,0
51826.2137,618.6436319,3,770,63,1
65987.04172,24779.37342,2,333,37,0
59435.47946,13717.37451,3,726,43,1
76549.52823,17275.73374,4,520,27,0
61713.41473,20655.84264,3,833,64,1
62254.52642,19523.99744,5,666,27,1
54545.81682,23675.61454,1,849,64,1
59145.81564,14516.10904,4,415,35,0
64617.02653,22104.84639,4,538,54,0
34347.47411,15923.62658,5,634,24,0
39777.21867,23910.48385,3,740,34,0
71148.96141,22922.93987,1,447,34,0
62562.98157,10516.49038,3,308,36,0
57240.24995,26687.85693,2,587,27,0
60276.509,13712.29244,3,687,52,1
65213.72558,24464.46239,4,349,39,0
51903.6048,20938.29851,1,816,22,1
48325.42912,32705.46941,3,577,30,0
62937.67883,16212.27214,1,599,37,0
45324.40834,15205.46563,1,434,57,0
66123.79134,17844.64315,2,446,32,0
34461.24594,15574.56174,2,789,26,0
75437.33456,24399.53522,4,777,42,1
67088.96224,5069.515133,5,458,52,0
63840.44601,9570.540647,1,683,61,1
74740.36476,9457.576627,5,462,40,0
84982.11667,25602.46074,4,740,21,0
75215.55098,31684.90698,1,488,26,0
32386.88653,17164.40625,1,714,39,0
40806.3455,16649.42621,5,638,38,0
50627.72133,18560.4173,3,480,26,0
60391.36575,27295.02642,2,587,53,0
67764.88531,10581.17493,3,486,43,0
49113.8428,19906.95186,5,437,43,0
62801.50147,25801.58104,2,429,46,0
48669.25601,22008.75336,3,493,33,0
50827.23296,19516.65293,2,615,27,1
38900.08355,26008.36874,1,443,35,0
46151.50131,0,3,315,64,0
39724.73092,23423.00256,2,601,47,0
45361.90121,12767.39453,2,722,46,0
75804.62695,3354.936825,2,544,53,0
45759.01667,22089.6208,3,406,35,0
99485.73097,28989.26836,4,387,56,0
67399.76851,16900.41188,3,428,47,0
62772.54186,25622.99638,5,640,25,0
47124.6333,30898.22606,3,303,22,0
70504.64819,28519.31563,2,626,53,0
51365.43261,31119.71623,1,709,36,0
61830.14722,23937.01993,3,605,43,1
98401.26807,18603.46911,3,524,58,0
58559.1015,5184.273505,2,647,36,1
77239.09989,16031.50009,1,620,34,1
49452.35362,11254.02724,1,480,49,0
59475.17264,35367.54174,5,685,46,0
86562.00953,16592.9135,3,407,55,0
50595.49413,18985.63845,1,830,35,1
87186.72837,22411.88301,1,709,23,1
70616.27903,18348.81957,4,595,43,0
51562.99836,31560.40832,4,470,49,0
69486.11609,13018.80511,1,630,54,1
74588.31674,19556.85964,5,792,53,1
69327.14943,12060.23531,1,494,61,0
36446.6292,7439.81991,2,311,61,0
49092.94236,13105.84727,3,494,43,0
56287.22047,17703.70562,5,789,27,1
58883.49856,14565.5822,2,481,23,0
69310.08146,12460.63216,5,615,52,1
62665.51501,6749.460291,2,329,51,0
39969.83462,17335.15542,3,395,38,0
65702.96777,5962.237008,3,680,63,1
69158.78618,24080.44771,4,743,27,1
68396.85672,18659.51802,2,597,61,0
76211.71088,6339.588004,4,660,21,1
72508.83232,15526.32738,2,673,34,1
66887.70119,11982.74876,4,602,52,1
58947.51433,20553.39608,3,720,26,1
35085.586,28723.60357,5,545,59,0
66444.27329,2998.620243,4,536,30,0
63115.31531,18920.20863,2,833,27,1
64073.68256,16718.93764,2,484,46,0
40848.77136,23370.72061,3,767,54,0
43784.15189,19705.57303,2,662,50,0
75797.2928,11984.24535,1,582,56,0
59406.67269,15447.56851,5,635,41,1
70222.51046,11631.79315,4,461,37,0
60424.77564,26608.05711,5,459,53,0
60446.34209,18170.49319,3,773,30,1
74074.25709,33209.52549,4,621,62,0
52259.32908,17514.71349,4,311,32,0
61441.81165,12332.74586,1,723,36,1
53065.87067,5890.284859,3,372,61,0
53482.55659,3574.88259,2,500,52,0
55362.41815,5326.912456,1,821,35,1
63332.00657,20137.01321,1,804,47,1
52818.77068,22069.80019,5,338,48,0
78836.34188,5350.474384,5,359,37,0
46580.89047,25160.30651,5,620,22,0
57196.92534,14135.51159,1,734,56,1
53404.03413,19174.3441,2,707,27,1
81704.66827,30897.76503,4,685,33,0
62948.32165,25174.71453,5,377,35,0
75477.66809,15851.75482,2,493,45,0
37716.5944,10870.4622,3,584,43,0
64005.75399,785.4767894,5,826,42,1
73344.46193,12246.77345,4,823,46,1
61234.25984,16310.95809,3,455,53,0
75982.20563,10102.56378,3,639,31,1
52240.67325,16949.94426,4,424,30,0
81140.2116,18614.81506,5,579,45,0
94483.47185,16201.15215,1,427,57,0
54557.42159,12799.97935,4,613,63,1
53317.46218,19349.23738,4,631,58,1
81800.76716,21535.5252,4,449,61,0
83693.58219,9276.80738,3,753,44,1
52157.09959,29287.45904,2,335,60,0
53697.19774,17211.29494,1,719,53,1
55773.23087,18150.79698,5,321,37,0
39833.24233,23665.71539,5,505,44,0
46220.2208,19865.72905,2,655,57,0
44937.8885,25625.09307,4,739,22,0
48483.03652,20296.99332,1,395,52,0
59479.72669,13100.501,5,463,44,0
63513.22099,20892.0282,5,447,29,0
83257.50739,8850.190341,4,829,24,1
45024.68939,18868.47765,2,593,37,0
74764.83598,17734.16007,1,494,37,0
56790.16734,16335.06514,2,779,50,1
59258.04436,16971.69991,2,422,60,0
70122.29238,2945.207636,1,699,31,1
43159.16968,13610.20074,1,751,41,0
65736.14619,18742.75921,5,403,41,0
62496.78312,19278.85114,5,761,38,1
67386.76896,9778.598873,1,695,49,1
64337.52966,28125.66273,3,636,44,0
96829.5021,11070.60121,5,441,30,0
50433.90024,25755.6576,3,616,37,0
52035.04567,21417.55489,1,826,38,1
50652.8921,12830.18152,5,700,62,1
51667.84321,32202.48714,2,609,40,0
50439.19309,8450.905346,1,794,57,1
77835.24797,25353.23339,4,408,38,0
81307.56372,26004.65854,3,671,37,0
51438.80559,12635.03833,1,505,29,0
47514.6664,29139.7224,1,342,34,0
67071.23335,15999.62788,5,544,49,0
51716.65434,20309.54903,5,586,51,0
69493.97727,20082.57471,5,654,24,1
63043.84531,16925.53007,4,775,38,1
37263.83828,24486.46619,5,382,40,0
83212.57802,24347.90976,1,409,63,0
86938.1651,4011.744214,5,489,64,0
50808.16964,28434.72194,2,550,29,0
54184.4766,4700.064096,5,590,33,0
64287.98086,26260.36963,4,500,35,0
65016.85185,27013.64109,2,625,47,0
69878.16409,9272.268558,1,810,35,1
90153.06808,14713.4857,1,708,48,1
57345.79159,9154.362652,3,807,57,1
48025.54133,16280.63176,2,371,39,0
39310.21158,15535.72573,3,546,46,0
49036.0494,24237.28426,2,643,46,0
59503.09541,28482.46997,2,353,45,0
86918.36795,29165.47049,4,827,46,0
52235.83051,13502.65579,3,831,46,1
63356.81927,16326.22501,4,492,48,0
59753.65656,4532.494462,2,357,38,0
77825.8991,11553.03947,1,736,52,1
97903.98639,25718.81306,2,410,23,0
52036.96841,30924.66259,4,428,22,0
52658.40836,8125.209025,3,625,53,1
75662.41316,13260.28593,3,307,62,0
70228.37234,17788.75394,4,328,39,0
87700.60989,20241.28927,3,411,37,0
68758.92278,11523.17184,5,430,64,0
54610.61864,21392.48836,1,487,53,0
68859.82246,14209.28522,1,774,32,1
76630.55371,17884.38183,1,663,23,1
72307.23272,22370.27398,3,503,63,0
67609.11047,18051.37816,3,511,46,0
76000.12034,14508.91288,2,575,55,0
77539.43386,17123.12157,2,372,28,0
80732.38487,17293.09633,1,542,56,0
69730.64831,15039.91176,5,401,27,0
57493.2288,15929.6315,2,470,56,0
62200.7053,30789.17736,2,487,36,0
78097.6345,22487.35558,3,740,44,1
47745.96494,15636.15746,5,385,21,0
65530.09963,23575.63524,1,775,45,1
54099.91782,15329.44408,2,351,30,0
60431.17234,27384.9971,5,410,36,0
79176.77794,20957.13754,5,342,36,0
62866.48602,17141.58285,1,510,28,0
60696.54822,21581.73541,5,499,49,0
39602.15789,5432.990783,5,325,59,0
71193.80349,8985.860249,5,598,48,0
69682.26272,8448.599949,2,376,26,0
92448.82085,19143.54476,1,436,36,0
55383.32648,31860.12,5,319,40,0
63287.25491,35850.40117,5,739,36,0
63740.75526,23104.40881,2,510,27,0
83661.7992,22006.7558,1,734,61,1
58570.56701,3591.538127,3,506,34,0
64185.32289,13658.6096,2,738,63,1
69118.44765,11697.72998,1,341,46,0
62799.13685,13033.21921,5,710,46,1
53303.49578,16654.84945,1,822,34,1
62911.34989,14223.27538,1,726,27,1
76104.47625,2165.601517,1,574,53,0
44602.27051,23983.28205,3,747,46,0
61994.54511,9418.055794,1,668,40,1
49498.18778,19913.97491,3,519,23,0
77925.69943,34592.66136,5,531,24,0
37152.19643,10644.92327,3,627,46,0
51616.17229,0,5,742,31,1
65658.17813,15711.96622,5,351,22,0
83482.86044,26807.67708,3,675,34,0
59013.74608,33666.77963,2,562,64,0
51672.0071,8163.603244,4,566,50,0
88217.35604,21973.59379,1,658,32,1
38279.79149,14277.51635,4,616,46,0
27017.91065,17152.41317,1,623,64,0
66600.21675,39154.74678,1,720,53,0
52469.18663,5976.237373,5,345,33,0
44681.50774,20029.91729,1,568,34,0
70625.34671,21741.54537,1,680,44,1
63657.01071,26686.2906,3,417,54,0
51538.82054,18783.86523,4,415,64,0
40795.43402,20464.40432,3,559,46,0
73086.85992,14866.81146,1,374,41,0
69753.01767,20153.01553,5,779,48,1
58512.36204,15254.4618,3,604,56,1
87699.55494,22972.57512,3,306,60,0
43948.72851,15043.11731,2,665,22,0
37117.12244,21016.80315,1,822,62,0
49621.37895,17765.89749,5,647,29,0
59316.20975,27008.40201,3,737,43,0
63650.09174,17588.85021,3,514,35,0
56381.45913,3815.740254,5,728,33,1
65280.83095,28095.37201,1,797,43,0
41226.90864,10754.14159,2,839,37,0
81656.46906,12769.86929,3,666,22,1
58767.73232,13234.70965,2,612,40,1
76759.43747,28995.50475,4,837,40,0
65140.8802,914.6062882,1,353,23,0
66851.29829,43101.98827,4,840,32,0
68546.5092,26448.45447,4,766,60,0
66715.6284,19785.91131,4,463,22,0
69640.8414,17560.848,1,633,56,1
79937.28795,20284.4326,1,846,34,1
62947.81755,22168.97943,5,647,36,1
70635.05636,23161.72469,2,572,39,0
58653.96459,22444.83573,2,713,54,1
81601.75823,18716.64545,5,799,64,1
49854.11547,16421.29264,5,392,26,0
87014.10649,16789.81373,4,378,33,0
59397.63074,16440.73376,5,516,56,0
38538.37347,27070.16077,3,657,42,0
61921.56622,22748.45378,2,806,38,1
49784.22514,0,5,480,32,0
72609.65323,23247.20621,3,545,50,0
50210.64031,19557.88956,3,543,60,0
53307.2485,17850.32995,3,805,27,1
31656.88904,14891.85238,3,721,52,0
53215.40521,26992.90176,4,619,39,0
23641.8101,25580.2117,3,386,26,0
36241.45765,11816.97866,4,516,40,0
71406.21984,21256.4183,4,789,47,1
71787.00238,10226.74612,3,818,63,1
66381.86343,6963.054682,2,577,57,0
45495.35785,12986.2622,3,468,27,0
59284.32966,24899.14778,3,629,25,1
59945.96191,25625.00036,3,740,31,0
42624.52966,22104.68336,2,690,35,0
82550.97453,23800.76629,1,795,23,1
73160.43436,22129.4263,1,680,25,1
56685.53739,12868.14724,4,605,43,1
60403.28758,21455.38036,4,812,57,1
63125.74212,24403.2762,2,487,29,0
29373.97697,24034.33064,5,815,35,0
56292.33926,27511.30697,1,726,23,0
49770.23628,23666.43078,4,801,49,0
44975.69985,20811.58566,1,559,26,0
55783.49561,26561.20191,2,812,37,0
86965.2979,17787.82993,2,370,46,0
69612.64292,10945.00279,5,777,41,1
51432.31515,16695.46429,5,477,28,0
68588.74172,12040.77884,2,756,41,1
